"","centroid_latitude","centroid_longitude","census_tract"
"740",NA,NA,17031823805
"741",NA,NA,17031823903
"742",NA,NA,17031824122
"743",NA,NA,17031824503
"744",NA,NA,17031824506
"745",NA,NA,17031825000
"746",NA,NA,17031825503
"747",NA,NA,17031825505
"748",NA,NA,17031825802
"749",NA,NA,17031826100
"750",NA,NA,17031826202
"751",NA,NA,17031826304
"752",NA,NA,17031826401
"753",NA,NA,17031826600
"754",NA,NA,17031827500
"755",NA,NA,17031827801
"756",NA,NA,17031827804
"757",NA,NA,17031827901
"758",NA,NA,17031828201
"759",NA,NA,17031828202
"760",NA,NA,17031828300
"761",NA,NA,17031828402
"762",NA,NA,17031828506
"763",NA,NA,17031829500
"764",NA,NA,17031829800
"765",NA,NA,17031829901
"766",NA,NA,17031830006
"767",41.830117203,-87.723804133,17031830500
"768",42.001698194,-87.673574032,17031830600
"769",41.958055933,-87.660389456,17031830700
"770",41.965141709,-87.676578071,17031830800
"771",41.928619051,-87.685362024,17031830900
"772",41.916005274,-87.675095116,17031831000
"773",41.942859303,-87.717503858,17031831100
"774",41.907688499,-87.744173184,17031831300
"775",41.86911914,-87.756067704,17031831400
"776",41.927579847,-87.788008819,17031831500
"777",41.925588088,-87.797600684,17031831600
"778",41.952664895,-87.745243205,17031831700
"779",41.978294249,-87.716430416,17031831800
"780",41.945170453,-87.668794439,17031831900
"781",41.946294536,-87.654298084,17031832000
"782",41.952822916,-87.653243992,17031832100
"783",41.920451512,-87.679954768,17031832200
"784",41.91922505,-87.671445766,17031832300
"785",41.915741193,-87.692256326,17031832400
"786",41.921877461,-87.66407824,17031832500
"787",41.914747305,-87.654007029,17031832600
"788",41.874176625,-87.661861124,17031832900
"789",41.88528132,-87.6572332,17031833000
"790",41.879066994,-87.657005027,17031833100
"791",41.871689474,-87.654092652,17031833300
"792",41.731998845,-87.548564529,17031833900
"793",41.727584947,-87.629566316,17031834000
"794",41.755568177,-87.58360729,17031834200
"795",41.74584241,-87.591707772,17031834300
"796",41.776950666,-87.596303211,17031834400
"797",41.787278878,-87.634341781,17031834600
"798",41.783633378,-87.645089635,17031834800
"799",41.782836717,-87.68622286,17031835000
"800",41.796640334,-87.745282845,17031835200
"801",41.816307996,-87.632588521,17031835500
"802",41.801822753,-87.632245255,17031835600
"803",41.812821896,-87.627607609,17031835700
"804",41.813046295,-87.618719594,17031835800
"805",41.820166606,-87.621499206,17031835900
"806",41.814003822,-87.61168488,17031836000
"807",41.800260095,-87.617576172,17031836100
"808",41.7904694,-87.601285122,17031836200
"809",41.8015328,-87.601759821,17031836300
"810",41.820456907,-87.600691571,17031836400
"811",41.827613139,-87.604241624,17031836500
"812",41.881883362,-87.706136112,17031836900
"813",41.8759663,-87.693793902,17031837400
"814",41.884767784,-87.684147449,17031837800
"815",41.877383471,-87.680654116,17031838000
"816",41.87866742,-87.671653621,17031838100
"817",41.870415,-87.675085621,17031838200
"818",41.90156691,-87.638404012,17031838300
"819",41.862577777,-87.720185176,17031838700
"820",41.68340413,-87.572162863,17031838800
"821",41.87101588,-87.631406525,17031839000
"822",41.880994471,-87.632746489,17031839100
"823",41.84201118,-87.622036461,17031839200
"824",41.834097391,-87.619289519,17031839500
"825",41.827441686,-87.619249758,17031839600
"826",41.832937181,-87.65358342,17031839700
"827",41.835067917,-87.64316237,17031839800
"828",41.827087912,-87.648626816,17031839900
"829",41.831157182,-87.638333371,17031840000
"830",41.841859565,-87.63920165,17031840100
"831",41.844660776,-87.649072244,17031840200
"832",41.833517886,-87.681355829,17031840300
"833",41.83380026,-87.66757156,17031840400
"834",41.849246754,-87.624135298,17031841000
"835",41.851017824,-87.635091856,17031841100
"836",41.855501353,-87.683227168,17031841200
"837",41.844144961,-87.68299621,17031841300
"838",41.766299425,-87.599394474,17031841800
"839",41.867902418,-87.642958665,17031841900
"840",41.834962325,-87.625154127,17031842000
"841",41.904935302,-87.649907226,17031842200
"842",41.89830587,-87.653613982,17031842300
"843",41.742487572,-87.630044895,17031842400
"844",41.776943781,-87.623220029,17031842500
"845",41.81622348,-87.651692953,17031842600
"846",41.808189576,-87.699097173,17031842800
"847",41.863118103,-87.672920435,17031842900
"848",41.868132428,-87.714214708,17031843000
"849",41.860762262,-87.700691903,17031843100
"850",41.847431547,-87.663528686,17031843200
"851",41.863787123,-87.692515928,17031843300
"852",41.838295797,-87.69675634,17031843500
"853",41.806765271,-87.608949278,17031843600
"854",41.944813754,-87.69077501,17031843700
"855",41.801654369,-87.640507984,17031843800
"856",41.776163693,-87.579948248,17031843900
"857",41.97907082,-87.903039661,17031980000
"858",41.785998518,-87.750934289,17031980100
